First Author,Year,Country,Design,Outcome,Population - Primary,Population - Original,Risk Factor - Category,Risk Factor - Primary,Risk Factor - Secondary,Risk Factor - Original,Comparator,Estimator,Size Effect,Confidence Interval,P Value,Paper Title,Paper DOI,Paper PMID,Paper Web Link
Crump,2014,Sweden,Cohort,SC,Males,Adult men,Physical Health Conditions,Neurological condition,Stroke,Stroke,,HR,1.6,"CI95 [1.38, 1.86]",,"Sociodemographic, psychiatric and somatic risk factors for suicide: a Swedish national cohort study",10.1017/S0033291713000810,23611178,https://pubmed.ncbi.nlm.nih.gov/23611178/
Crump,2014,Sweden,Cohort,SC,Males,Adult men,Physical Health Conditions,Respiratory condition,COPD,COPD,,HR,2.05,"CI95 [1.74, 2.41]",,"Sociodemographic, psychiatric and somatic risk factors for suicide: a Swedish national cohort study",10.1017/S0033291713000810,23611178,https://pubmed.ncbi.nlm.nih.gov/23611178/
Crump,2014,Sweden,Cohort,SC,Males,Adult men,Physical Health Conditions,Respiratory condition,Asthma,Asthma,,HR,1.44,"CI95 [1.16, 1.80]",,"Sociodemographic, psychiatric and somatic risk factors for suicide: a Swedish national cohort study",10.1017/S0033291713000810,23611178,https://pubmed.ncbi.nlm.nih.gov/23611178/
Crump,2014,Sweden,Cohort,SC,Males,Adult men,Physical Health Conditions,Neurological condition,Spine disorders,Spine disorders,,HR,1.67,"CI95 [1.49, 1.87]",,"Sociodemographic, psychiatric and somatic risk factors for suicide: a Swedish national cohort study",10.1017/S0033291713000810,23611178,https://pubmed.ncbi.nlm.nih.gov/23611178/
Czyz,2016,USA,Cohort,SI (Trajectory: Subclinical ideation),Individuals with a history of non-fatal suicidal behaviors and NSSI,Youths hospitalized for suicide risk,Suicidal ideation and cognitions,High risk of suicide,Rehospitalization for suicide risk,Rehospitalization,,Beta,-6.08,,0.036,Rehospitalization of Suicidal Adolescents in Relation to Course of Suicidal Ideation and Future Suicide Attempts,10.1176/appi.ps.201400252,26725287,https://pubmed.ncbi.nlm.nih.gov/26725287/
Czyz,2016,USA,Cohort,SI (Trajectory: Elevated and fast declining),Individuals with a history of non-fatal suicidal behaviors and NSSI,Youths hospitalized for suicide risk,Suicidal ideation and cognitions,High risk of suicide,Rehospitalization for suicide risk,Rehospitalization,,Beta,3.45,,0.034,Rehospitalization of Suicidal Adolescents in Relation to Course of Suicidal Ideation and Future Suicide Attempts,10.1176/appi.ps.201400253,26725287,https://pubmed.ncbi.nlm.nih.gov/26725287/
Czyz,2016,USA,Cohort,SI (Trajectory: Chronically elevated),Individuals with a history of non-fatal suicidal behaviors and NSSI,Youths hospitalized for suicide risk,Suicidal ideation and cognitions,High risk of suicide,Rehospitalization for suicide risk,Rehospitalization,,Beta,10.52,,< 0.001,Rehospitalization of Suicidal Adolescents in Relation to Course of Suicidal Ideation and Future Suicide Attempts,10.1176/appi.ps.201400254,26725287,https://pubmed.ncbi.nlm.nih.gov/26725287/
Czyz,2016,USA,Cohort,SA,Individuals with a history of non-fatal suicidal behaviors and NSSI,Youths hospitalized for suicide risk,Suicidal ideation and cognitions,High risk of suicide,Rehospitalization for suicide risk,Rehospitalization,No rehospitalization,HR,3.13,"CI95 [1.66, 5.89]",< 0.001,Rehospitalization of Suicidal Adolescents in Relation to Course of Suicidal Ideation and Future Suicide Attempts,10.1176/appi.ps.201400255,26725287,https://pubmed.ncbi.nlm.nih.gov/26725287/
Czyz,2016,USA,Cohort,SA,Individuals with a history of non-fatal suicidal behaviors and NSSI,Youths hospitalized for suicide risk,Suicidal ideation and cognitions,SI,Rehospitalization for suicide risk moderated by baseline SI,Rehospitalization moderated by baseline SI,,Beta,-0.03,,0.048,Rehospitalization of Suicidal Adolescents in Relation to Course of Suicidal Ideation and Future Suicide Attempts,10.1176/appi.ps.201400256,26725287,https://pubmed.ncbi.nlm.nih.gov/26725287/
Czyz,2016,USA,Cohort,SA,Individuals with a history of non-fatal suicidal behaviors and NSSI,Youths hospitalized for suicide risk,Suicidal ideation and cognitions,High risk of suicide,Rehospitalization for suicide risk,Rehospitalization moderated by externalizing problems,,Beta,-0.09,,0.01,Rehospitalization of Suicidal Adolescents in Relation to Course of Suicidal Ideation and Future Suicide Attempts,10.1176/appi.ps.201400257,26725287,https://pubmed.ncbi.nlm.nih.gov/26725287/
Czyz,2015,USA,Cohort,SA (12 months after hospitalization),Individuals with a history of non-fatal suicidal behaviors and NSSI,Adolescents psychiatrically hospitalized for acute SI or SA,Interpersonal Theory of Suicidal Behavior,Capability for suicide ,High acquired capacity,Interpersonal-Psychological Theory of Suicidal Behavior components: High acquired capacity,Non-multiple attempters,Beta,0.56,,0.05,A Prospective Examination of the Interpersonal-Psychological Theory of Suicidal Behavior Among Psychiatric Adolescent Inpatients,10.1111/sltb.12125,25263410,https://pubmed.ncbi.nlm.nih.gov/25263410/
Czyz,2015,USA,Cohort,SA (3 months after hospitalization),Individuals with a history of non-fatal suicidal behaviors and NSSI,Adolescents psychiatrically hospitalized for acute SI or SA,Interpersonal Theory of Suicidal Behavior,Thwarted belongingness ,Low acquired capability (non-multiple suicide attempters) x high thwarted belongingness ,Interpersonal-Psychological Theory of Suicidal Behavior components: Low acquired capability (non-multiple suicide attempters) x high thwarted belongingness ,High acquired capability (multiple suicide attempters),OR,2.18,"CI95 [1.10, 4.33]",,A Prospective Examination of the Interpersonal-Psychological Theory of Suicidal Behavior Among Psychiatric Adolescent Inpatients,10.1111/sltb.12126,25263410,https://pubmed.ncbi.nlm.nih.gov/25263410/
Czyz,2015,USA,Cohort,SA (3 months after hospitalization),Individuals with a history of non-fatal suicidal behaviors and NSSI,Female adolescents psychiatrically hospitalized for acute SI or SA,Interpersonal Theory of Suicidal Behavior,Thwarted belongingness ,Low acquired capability (non-multiple suicide attempters) x high thwarted belongingness (Two-way interaction effects moderated by sex),Interpersonal-Psychological Theory of Suicidal Behavior components: Low acquired capability (non-multiple suicide attempters) x high thwarted belongingness (Two-way interaction effects moderated by sex),High acquired capability (multiple suicide attempters),Beta,1.22,,0.02,A Prospective Examination of the Interpersonal-Psychological Theory of Suicidal Behavior Among Psychiatric Adolescent Inpatients,10.1111/sltb.12127,25263410,https://pubmed.ncbi.nlm.nih.gov/25263410/
Czyz,2015,USA,Cohort,SA (3 months after hospitalization),Individuals with a history of non-fatal suicidal behaviors and NSSI,Male adolescents psychiatrically hospitalized for acute SI or SA,Interpersonal Theory of Suicidal Behavior,Perceived burdensomeness ,Acquired capability x perceived burdensomeness (Two-way interaction effects moderated by sex),Interpersonal-Psychological Theory of Suicidal Behavior components: Acquired capability x perceived burdensomeness (Two-way interaction effects moderated by sex),,Beta,-2.66,,0.007,A Prospective Examination of the Interpersonal-Psychological Theory of Suicidal Behavior Among Psychiatric Adolescent Inpatients,10.1111/sltb.12128,25263410,https://pubmed.ncbi.nlm.nih.gov/25263410/
Dâ€™Onofrio,2014,Sweden,Cohort,SA,Offspring,Offspring born in 1973-2001,Family Characteristics,Family sociodemographics,Paternal age â‰¥ 45 years old at childbearing,Advancing paternal age at childbearing: Age of 45 years or older,20-24 years,HR,2.72,"CI95 [2.08, 3.56]",,Paternal Age at Childbearing and Offspring Psychiatric and Academic Morbidity,10.1001/jamapsychiatry.2013.4525,24577047,https://pubmed.ncbi.nlm.nih.gov/24577047/
De Crescenzo,2017,Italy,Meta-analysis,SA (including SI report),Individuals suffering from a psychiatric condition,"Juveniles with a major affective disorder (BD, MDD hypomania or mania)",Psychiatric and Mental Health Conditions,Bipolar disorder,Bipolar disorder,Bipolar disorder,Major depressive disorder,OR,1.71,"CI95 [1.33, 2.20]",,Suicide Attempts in Juvenile Bipolar Versus Major Depressive Disorders: Systematic Review and Meta-Analysis,10.1016/j.jaac.2017.07.784,28942804,https://pubmed.ncbi.nlm.nih.gov/28942804/
De Crescenzo,2017,Italy,Meta-analysis,SA only,Individuals suffering from a psychiatric condition,"Juveniles with a major affective disorder (BD, MDD hypomania or mania)",Psychiatric and Mental Health Conditions,Bipolar disorder,Bipolar disorder,Bipolar disorder,Major depressive disorder,OR,1.64,"CI95 [1.26, 2.15]",,Suicide Attempts in Juvenile Bipolar Versus Major Depressive Disorders: Systematic Review and Meta-Analysis,10.1016/j.jaac.2017.07.784,28942804,https://pubmed.ncbi.nlm.nih.gov/28942804/
De Crescenzo,2017,Italy,Meta-analysis,SA,Individuals suffering from a psychiatric condition,"Juveniles with a major affective disorder (BD, MDD hypomania or mania)",Psychiatric and Mental Health Conditions,Bipolar disorder,Bipolar disorder,Bipolar disorder,Hypomania or mania,OR,4.68,"CI95 [2.45, 8.94]",,Suicide Attempts in Juvenile Bipolar Versus Major Depressive Disorders: Systematic Review and Meta-Analysis,10.1016/j.jaac.2017.07.784,28942804,https://pubmed.ncbi.nlm.nih.gov/28942804/
De Crescenzo,2017,Italy,Meta-analysis,SA,Individuals suffering from a psychiatric condition,"Juveniles with a major affective disorder (BD, MDD hypomania or mania)",Psychiatric and Mental Health Conditions,Characterized depressive disorder,Major depressive disorder,Major depressive disorder,Hypomania or mania,OR,2.14,"CI95 [1.33, 3.44]",,Suicide Attempts in Juvenile Bipolar Versus Major Depressive Disorders: Systematic Review and Meta-Analysis,10.1016/j.jaac.2017.07.784,28942804,https://pubmed.ncbi.nlm.nih.gov/28942804/
de Heer ,2018,Netherlands,Cohort,SI,General population,General adult population without 12-month SI at baseline,Physical Health Conditions,Physical pain,Pain severity: moderate to very severe pain,Pain severity: 3 (moderate to very severe),0 (none),OR,2.69,"CI95 [1.40, 5.18]",,Pain as a risk factor for suicidal ideation. A population-based longitudinal cohort study,10.1016/j.genhosppsych.2018.11.005,30528078,https://pubmed.ncbi.nlm.nih.gov/30528078/
de Heer ,2018,Netherlands,Cohort,SI,General population,General adult population without 12-month SI at baseline,Psychiatric and Mental Health Conditions,Mood disorders (unspecified),Any 12-month mood disorder,12-month mood disorder: Any (covariate with pain severity),None,OR,3.52,"CI95 [1.81, 6.82]",,Pain as a risk factor for suicidal ideation. A population-based longitudinal cohort study,10.1016/j.genhosppsych.2018.11.006,30528078,https://pubmed.ncbi.nlm.nih.gov/30528078/
de Heer ,2018,Netherlands,Cohort,SI,General population,General adult population without 12-month SI at baseline,Suicidal ideation and cognitions,SI,SI,Prior SI: Yes (covariate with pain severity),No,OR,6.48,"CI95 [1.11, 12.60]",,Pain as a risk factor for suicidal ideation. A population-based longitudinal cohort study,10.1016/j.genhosppsych.2018.11.007,30528078,https://pubmed.ncbi.nlm.nih.gov/30528078/
de Heer ,2018,Netherlands,Cohort,SI,General population,General adult population without 12-month SI at baseline,Physical Health Conditions,Physical pain,Pain interference in normal activities: moderate to very much interference,Pain interference: 2 (moderate to very severe),0 (none),OR,1.9,"CI95 [1.00, 3.59]",,Pain as a risk factor for suicidal ideation. A population-based longitudinal cohort study,10.1016/j.genhosppsych.2018.11.008,30528078,https://pubmed.ncbi.nlm.nih.gov/30528078/
de Heer ,2018,Netherlands,Cohort,SI,General population,General adult population without 12-month SI at baseline,Psychiatric and Mental Health Conditions,Mood disorders (unspecified),Any 12-month mood disorder ,12-month mood disorder: Any (covariate with pain interference),None,OR,3.33,"CI95 [1.73, 6.42]",,Pain as a risk factor for suicidal ideation. A population-based longitudinal cohort study,10.1016/j.genhosppsych.2018.11.009,30528078,https://pubmed.ncbi.nlm.nih.gov/30528078/
de Heer ,2018,Netherlands,Cohort,SI,General population,General adult population without 12-month SI at baseline,Suicidal ideation and cognitions,SI,SI,Prior SI: Yes (covariate with pain interference),No,OR,6.92,"CI95 [1.02, 13.61]",,Pain as a risk factor for suicidal ideation. A population-based longitudinal cohort study,10.1016/j.genhosppsych.2018.11.010,30528078,https://pubmed.ncbi.nlm.nih.gov/30528078/
Depp,2018,USA,Cohort,SI,Patients with schizophrenia/ related disorders and controls,Outpatients with schizophrenia or schizoaffective disorder,Personality and Psychological Traits,Cognitive characteristics,Attribution biases ,Attribution biases - 'Ambiguous Intentious Hostility Questionnaire' Blame Score: Baseline AIHQ blame score,,OR,1.203,"CI95 [1.045, 1.386]",0.01,Social cognition and short-term prediction of suicidal ideation in schizophrenia,10.1016/j.psychres.2018.09.005,30243127,https://pubmed.ncbi.nlm.nih.gov/30243127/
Depp,2018,USA,Cohort,SI,Patients with schizophrenia/ related disorders and controls,Outpatients with schizophrenia or schizoaffective disorder,Personality and Psychological Traits,Cognitive characteristics,Attribution biases,Attribution biases - 'Ambiguous Intentious Hostility Questionnaire' Blame Score: Baseline 'Positive and Negative Syndrome Subscale' general,,OR,1.078,"CI95 [1.008, 1.152]",0.028,Social cognition and short-term prediction of suicidal ideation in schizophrenia,10.1016/j.psychres.2018.09.006,30243127,https://pubmed.ncbi.nlm.nih.gov/30243127/
Depp,2018,USA,Cohort,SI,Patients with schizophrenia/ related disorders and controls,Outpatients with schizophrenia or schizoaffective disorder,Personality and Psychological Traits,Psychological characteristics,Emotion recognition ,Emotion recognition - â€˜Bell Lysaker Emotion Recognition Taskâ€™ Negative Affect Correct: Baseline â€˜Positive and Negative Syndrome Sub-Scaleâ€™ general ,,OR,1.081,"CI95 [1.012, 1.155]",0.022,Social cognition and short-term prediction of suicidal ideation in schizophrenia,10.1016/j.psychres.2018.09.007,30243127,https://pubmed.ncbi.nlm.nih.gov/30243127/
Depp,2018,USA,Cohort,SI,Patients with schizophrenia/ related disorders and controls,Outpatients with schizophrenia or schizoaffective disorder,Personality and Psychological Traits,Personality traits ,Trustworthiness,Evaluation of trustworthiness â€“ Untrustworthiness Extreme Score: Baseline â€˜Positive and Negative Syndrome Sub-Scaleâ€™ general,,OR,1.081,"CI95 [1.012, 1.156]",0.021,Social cognition and short-term prediction of suicidal ideation in schizophrenia,10.1016/j.psychres.2018.09.008,30243127,https://pubmed.ncbi.nlm.nih.gov/30243127/
Elamoshy,2018,Canada,Meta-analysis,SA,Individuals suffering from a physical health condition,Patients with type 1 and/or type 2 diabetes mellitus and non-exposed groups,Physical Health Conditions,Endocrine and metabolic condition,Diabetes,Diabetes ,,OR,1.33,"CI95 [1.09, 1.62]",,Risk of Depression and Suicidality among Diabetic Patients: A Systematic Review and Meta-Analysis,10.3390/jcm7110445,30453557,https://pubmed.ncbi.nlm.nih.gov/30453557/
Elamoshy,2018,Canada,Meta-analysis,SI,Individuals suffering from a physical health condition,Patients with type 1 and/or type 2 diabetes mellitus and non-exposed groups,Physical Health Conditions,Endocrine and metabolic condition,Diabetes,Diabetes ,,OR,1.49,"CI95 [1.14, 1.96]",,Risk of Depression and Suicidality among Diabetic Patients: A Systematic Review and Meta-Analysis,10.3390/jcm7110446,30453557,https://pubmed.ncbi.nlm.nih.gov/30453557/
Elamoshy,2018,Canada,Meta-analysis,SI,Individuals suffering from a physical health condition,Patients with type 2 diabetes mellitus (& not specified) and non-exposed groups,Physical Health Conditions,Endocrine and metabolic condition,Diabetes,Diabetes ,,OR,2.212,"CI95 [1.473, 3.32]",,Risk of Depression and Suicidality among Diabetic Patients: A Systematic Review and Meta-Analysis,10.3390/jcm7110447,30453557,https://pubmed.ncbi.nlm.nih.gov/30453557/
Eriksson,2015,Sweden,Cohort,SA,Individuals suffering from a physical health condition,Stroke patients,Gender,Man/Male/Boy,Man,Men,Women,HR,1.19,"CI95 [1.05, 1.36]",,Poststroke suicide attempts and completed suicides A socioeconomic and nationwide perspective,10.1212/WNL.0000000000001514,25832661,https://pubmed.ncbi.nlm.nih.gov/25832661/
Eriksson,2015,Sweden,Cohort,SA,Individuals suffering from a physical health condition,Stroke patients,Age,Age: 18-54 years,Age: 18-54 years,Age: 18-54 years,85+ years,HR,5.89,"CI95 [4.45, 7.79]",,Poststroke suicide attempts and completed suicides A socioeconomic and nationwide perspective,10.1212/WNL.0000000000001514,25832661,https://pubmed.ncbi.nlm.nih.gov/25832661/
